id,date published,source,headline,author,description,directory,link
Michael Brown,10-10-2014,WSJ,Protests Planned in St Louis Ferguson,Ben Kesling,"Protest organizers in the St. Louis area hoped to draw crowds this weekend from all over the country, days after the Vonderrit Myers shooting and two months since the death of Michael Brown.",Michael Brown/WSJ/October 2014,http://online.wsj.com/articles/demonstrations-planned-over-police-shootings-in-st-louis-ferguson-1412969680?page=1
Michael Brown,08-22-2014,WSJ,Police Reports Reveal Little About Ferguson Shooting,Ben Kesling And Pervaiz Shallwani,"The first glimpse of police reports filed in relation to the shooting death of Michael Brown in Ferguson, Mo., surfaced on Friday, but shed little light on what happened.",Michael Brown/WSJ/August 2014,http://online.wsj.com/articles/police-reports-shed-little-light-on-ferguson-shooting-1408757299?page=1
Michael Brown,08-21-2014,WSJ,Holder Vows Thorough Probe of Shooting,Devlin Barrett,"Attorney General Eric Holder sought to assure residents of Ferguson, Mo., that the U.S. Justice Department was thoroughly probing the shooting of 18-year-old Michael Brown by a police officer.",Michael Brown/WSJ/August 2014,http://online.wsj.com/articles/holder-visits-ferguson-mo-as-grand-jury-convenes-in-police-shooting-1408542676?page=1
Michael Brown,10-21-2014,WSJ,Missouri Governor Announces Ferguson Commission,Ben Kesling,"Missouri Governor Jay Nixon announced Tuesday the creation of a regional commission to study and recommend ways to address underlying, systemic inequality in the wake of the shooting of Michael Brown.",Michael Brown/WSJ/October 2014,http://online.wsj.com/articles/missouri-governor-announces-creation-of-ferguson-commission-1413914495?page=1
Michael Brown,08-16-2014,WSJ,Sharpton Links Ferguson Shooting Staten Island PoliceCustody Death,Michael Howard Saul,The Rev. Al Sharpton on Saturday said the issues surrounding the Missouri shooting of Michael Brown mirrored those in the death of a Staten Island man in police custody last month.,Michael Brown/WSJ/August 2014,http://online.wsj.com/articles/rev-al-sharpton-links-ferguson-shooting-to-staten-island-police-custody-death-1408215368?page=1
Michael Brown,08-12-2014,WSJ,President Obama Calls for Reflection After Missouri Teens Shooting,Jeffrey Sparshott,"President Barack Obama urged ""reflection and understanding"" after the death of Michael Brown, the Ferguson, Mo., teenager whose death at the hands of police has sparked unrest.",Michael Brown/WSJ/August 2014,http://online.wsj.com/articles/president-obama-calls-for-reflection-after-missouri-teens-shooting-1407877699?page=4
Michael Brown,08-17-2014,WSJ,Ferguson Protest March Ends in Chaos,Matthew Dolan and Pervaiz Shallwani,"A protest march in Ferguson, Mo., ended in chaos when police forced back marchers in a cloud of smoke.",Michael Brown/WSJ/August 2014,http://online.wsj.com/articles/ferguson-mo-protest-march-ends-in-chaos-1408329946?page=4
Michael Brown,08-21-2014,WSJ,National Guard to Leave Ferguson,Matthew Dolan,Missouri's governor ordered the withdrawal of the National Guard troops that were sent to the strife-torn city of Ferguson early this week after protesters grew increasingly violent.,Michael Brown/WSJ/August 2014,http://online.wsj.com/articles/governor-orders-withdrawal-of-national-guard-from-ferguson-1408646124?page=4
Michael Brown,08-20-2014,WSJ,Ferguson Reaches Turning Point Police and Protesters Say,Matthew Dolan And Pervaiz Shallwani,"There are new signs the violent protests that rocked this St. Louis suburb for more than a week may be abating, law-enforcement and protest leaders say.",Michael Brown/WSJ/August 2014,http://online.wsj.com/articles/ferguson-marches-reach-turning-point-police-and-protesters-say-1408562064?page=4
Michael Brown,08-17-2014,WSJ,NY Protest to Include Missouri Case,Mara Gay,"A Staten Island rally for a man who died in an apparent police chokehold will include protests over the fatal shooting of an unarmed black teenager in Missouri, as civil-rights leaders begin linking the two deaths",Michael Brown/WSJ/August 2014,http://online.wsj.com/articles/staten-island-rally-to-include-protests-over-shooting-in-ferguson-mo-1408326192?page=4
Michael Brown,08-15-2014,WSJ,Protests Calm After Police Change Tack In Missouri,"Mark Peters, Ben Kesling  and Devlin Barrett",Protests in Missouri turned peaceful overnight following four nights of violent confrontations. The calm came after Missouri Gov. Nixon put the state highway patrol in charge of security in Ferguson.,Michael Brown/WSJ/August 2014,http://online.wsj.com/articles/protests-over-teens-shooting-again-turn-violent-in-st-louis-suburb-1407988466?page=4
Michael Brown,11/26/14,WSJ,Ferguson Protests Continue Across the US,A Wall Street Journal Roundup,"Protests resumed across the nation Tuesday, marking the second night of demonstrations following the decision by a grand jury not to indict a Ferguson, Mo., police officer in the shooting death of a black teenager.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/protests-continue-across-the-u-s-1416974462?mod=Searchresults_pos18&page=5
Michael Brown,11/25/14,WSJ,Grand Jury Transcripts Show Widely Varying Witness Testimony,A Wall Street Journal Roundup,The transcripts of the grand jury proceedings investigating police officer Darren Wilson’s actions in the shooting death of Michael Brown reveal that witnesses’ testimony varied widely on the key details of the Aug. 9 encounter.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/ferguson-grand-jury-transcripts-show-widely-varying-witness-testimony-1416948406?mod=Searchresults_pos18&page=3
Michael Brown,4/8/15,WSJ,AfricanAmericans Gain Council Seats in Ferguson,Ben Kesling,"Half of the members of the City Council in Ferguson, Mo., will be African-American following the city’s first election since the shooting death of Michael Brown by a police officer.",Michael Brown/WSJ/April 2015,http://www.wsj.com/articles/african-americans-gain-city-council-seats-in-ferguson-1428466874?mod=Searchresults_pos10&page=1
Michael Brown,4/29/15,WSJ,Ferguson Protests Leave Three Shot Five Arrested,Associated Press,"Looting, fires and gunfire broke out in Ferguson overnight during protests in response to the death of a black man in police custody in Baltimore.",Michael Brown/WSJ/April 2015,http://www.wsj.com/articles/ferguson-protests-over-freddie-gray-leave-three-shot-five-arrested-1430340468?mod=Searchresults_pos8&page=3
Michael Brown,11/25/14,WSJ,Grand Jury Decision on Ferguson Shooting Sparks Fresh Unrest,AUTHOR_NOT_FOUND,Protests continued after a grand jury declined to indict a Ferguson police officer in the death of an unarmed black teenager. (Zuma Press),Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/grand-jury-decision-on-ferguson-shooting-sparks-fresh-unrest-1416947611?page=15
Michael Brown,11/25/14,WSJ,Grand Jury Decision Sparks Fresh Unrest in Ferguson,AUTHOR_NOT_FOUND,Missouri Gov. Jay Nixon Tuesday said he would triple the National Guard presence in the St. Louis region in the wake of widespread violence following a grand jury decision not to indict police officer Darren Wilson in the shooting death of Michael Brown.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/grand-jury-decision-sparks-fresh-unrest-in-ferguson-1416891415?mod=Searchresults_pos3&page=1
Michael Brown,11/26/14,WSJ,Marching Through the Streets,AUTHOR_NOT_FOUND,"Demonstrators across the U.S. took to the streets on Tuesday night to protest the decision of a grand jury to not indict Darren Wilson, a white police officer, for shooting unarmed black teenager Michael Brown.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/photos-marching-through-the-streets-1416974970?mod=Searchresults_pos6&page=1
Michael Brown,3/12/15,WSJ,Police Claim Ambush After Two Officers Shot at Ferguson Protest,AUTHOR_NOT_FOUND,"Police get ready to fire from cover after two officers were shot outside the Ferguson, Mo., police department. (Photo: Associated Press.)",Michael Brown/WSJ/March 2015,http://www.wsj.com/articles/police-claim-ambush-after-two-officers-shot-at-ferguson-protest-1426206708?mod=Searchresults_pos19&page=14
Michael Brown,3/12/15,WSJ,Police Hunt Shooter of Two Officers Ambushed at Ferguson Protest,AUTHOR_NOT_FOUND,"MOVING IN: A tactical team searches a house after two officers were shot in front of the Ferguson, Mo., police headquarters early Thursday.",Michael Brown/WSJ/March 2015,http://www.wsj.com/articles/police-hunt-shooter-of-two-officers-ambushed-at-ferguson-protest-1426207173?page=15
Michael Brown,3/12/15,WSJ,Two Officers Shot Amid Ferguson Protest,AUTHOR_NOT_FOUND,"Two police officers were shot early Thursday outside the Ferguson, Mo., police department as demonstrators gathered after the police chief resigned in the wake of a scathing Justice Department report alleging bias in the department.",Michael Brown/WSJ/March 2015,http://www.wsj.com/articles/police-injured-in-ferguson-shooting-1426154118?mod=Searchresults_pos12&page=13
Michael Brown,3/12/15,WSJ,Two Police Officers Shot During Protests in US City of Ferguson,AUTHOR_NOT_FOUND,"A man confronts a police officer in Ferguson, Mo., during protests outside the police department and court, where two officers were shot Thursday. (Reuters.)",Michael Brown/WSJ/March 2015,http://www.wsj.com/articles/two-police-officers-shot-during-protests-in-u-s-city-of-ferguson-1426185912?mod=Searchresults_pos20&page=14
Michael Brown,11/25/14,WSJ,Ferguson Area Clergy Lead Peaceful Protest,Ben Kesling,A sunrise prayer vigil and dozens of clergy marching in the streets here Tuesday was a stark counterpoint to the destruction and looting that took place Monday night just miles away in Ferguson.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/ferguson-area-clergy-lead-peaceful-protest-1416935595?mod=Searchresults_pos12&page=6
Michael Brown,11/25/14,WSJ,Comparing the Michael Brown and Eric Garner Cases,Yoni Bashan,"Legal experts compare the cases of  Michael Brown in Ferguson, Mo., and Eric Garner on Staten Island.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/comparing-the-michael-brown-and-eric-garner-cases-1416969202?mod=Searchresults_pos9&page=1
Michael Brown,11/25/14,WSJ,Darren Wilson Says He Feared for His Life,Valerie Bauerlein,Police officer Darren Wilson says in an interview with ABC he wouldn’t have done anything differently in the August shooting death of unarmed black teenager Michael Brown in the St. Louis suburb of Ferguson.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/darren-wilson-says-he-feared-for-his-life-in-encounter-with-michael-brown-1416963966?mod=Searchresults_pos7&page=1
Michael Brown,3/20/15,WSJ,Ferguson Court Sees New Era as State Judge Takes Over,Ben Kesling,"A Missouri state-appointed judge presided over the Ferguson municipal court for the first time, inaugurating changes to a system deemed biased against minorities by the U.S. Department of Justice.",Michael Brown/WSJ/March 2015,http://www.wsj.com/articles/judge-ushers-in-new-era-at-ferguson-municipal-court-1426857329?mod=Searchresults_pos3&page=8
Michael Brown,11/21/14,WSJ,Ferguson Grand Jury Still in Session,Ben Kesling,"The grand jury deciding whether to indict officer Darren Wilson in the shooting death of Michael Brown is still in session, according to the county prosecutor.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/ferguson-grand-jury-still-in-session-prosecutor-says-1416602133?mod=Searchresults_pos1&page=3
Michael Brown,11/17/14,WSJ,Missouri Declares State of Emergency,Ben Kesling,"Gov. Jay Nixon declared a state of emergency for Missouri, ahead of an anticipated announcement from a grand jury in the shooting death of Michael Brown and protests expected to take place in the St. Louis area.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/missouri-governor-declares-state-of-emergency-before-grand-jury-decision-1416256018?mod=Searchresults_pos9&page=2
Michael Brown,3/9/15,WSJ,Missouri Judge to Take Over Ferguson Cases,Ben Kesling,"The Missouri Supreme Court on Monday reassigned all municipal court cases in Ferguson to a state appeals court judge, essentially taking over the city’s court system.",Michael Brown/WSJ/March 2015,http://www.wsj.com/articles/missouri-supreme-court-assigns-ferguson-cases-to-appeals-court-judge-1425944766?mod=Searchresults_pos17&page=5
Michael Brown,12/2/14,WSJ,National Guard Pares Presence in Ferguson Area,Ben Kesling,"The Missouri National Guard has already begun to reduce its footprint in the St. Louis region, though troops remain in Ferguson, according to state officials.",Michael Brown/WSJ/December 2014,http://online.wsj.com/articles/national-guard-reduces-presence-in-ferguson-area-1417554691?mod=Searchresults_pos14&page=2
Michael Brown,11/15/14,WSJ,No Decision on Ferguson Officer if He Isnt Indicted,Ben Kesling,"Senior officials in Ferguson, Mo., said the town hasn’t decided whether Officer Darren Wilson will return to the police force if a grand jury doesn’t indict him in the shooting death of an unarmed local teenager.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/officials-say-no-decision-on-ferguson-policemans-future-if-he-isnt-indicted-1416074986?mod=Searchresults_pos3&page=7
Michael Brown,11/11/14,WSJ,Officials Gird for More Unrest in Ferguson,Ben Kesling,Missouri Gov. Jay Nixon said law-enforcement officials have been working to make sure residents will be kept safe once prosecutors announce whether a suburban St. Louis police officer will face charges for fatally shooting 18-year-old Michael Brown.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/missouri-governor-outlines-police-plan-ahead-of-ferguson-grand-jury-decision-1415738110?mod=Searchresults_pos12&page=3
Michael Brown,11/21/14,WSJ,Officials Lay Out Rules for Police Handling of Ferguson Protests,Ben Kesling,“Rules of conduct” released as grand jury appeared close to announcing whether to indict a white police officer for the killing of an unarmed black teenager this summer.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/ferguson-police-arrest-protesters-1416557570?mod=Searchresults_pos3&page=6
Michael Brown,11/16/14,WSJ,Protesters Plan Response to Ferguson Decision,Ben Kesling,"As both sides wait for a decision on whether a grand jury will indict the white Ferguson police officer who killed a black teenager in August, protesters stood in the falling snow Sunday, waiting to step off on a well-organized march.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/in-st-louis-protesters-plan-an-orderly-response-to-indictment-news-1416178350?mod=Searchresults_pos5&page=10
Michael Brown,3/13/15,WSJ,Protests Pass Quietly in Ferguson,Ben Kesling,"Investigations continued Friday in the shooting of two police officers after protests lasted only a few hours the night before as rain, activist organization and police tactics defused tensions.",Michael Brown/WSJ/March 2015,http://www.wsj.com/articles/protests-pass-quietly-in-ferguson-a-night-after-officers-shot-1426257659?mod=Searchresults_pos4&page=7
Michael Brown,11/24/14,WSJ,Ferguson Grand Jury Decision Expected at 8 pm Central,Ben Kesling and Mark Peters,St. Louis County Prosecutor Robert McCulloch will announce at 8 p.m. Central Standard Time a grand jury’s decision on whether to indict white Ferguson police officer Darren Wilson in the shooting death of unarmed black teenager Michael Brown.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/ferguson-grand-jury-decision-expected-monday-night-1416871962?mod=Searchresults_pos11&page=2
Michael Brown,11/13/14,WSJ,Ferguson Grand Jury Deliberations Likely to Begin Soon,Ben Kesling,"The grand jury probing the fatal shooting of Michael Brown in Ferguson, Mo., heard some of its final testimony and is likely to begin deliberations soon, attorneys for Mr. Brown’s family said.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/brown-family-urges-restraint-as-grand-jury-meets-in-missouri-1415895479?mod=Searchresults_pos12&page=1
Michael Brown,12/24/14,WSJ,Missouri Shooting Sparks Protests,Ben Kesling and Joe Barrett,"The police-involved shooting death of an allegedly armed black man in a St. Louis suburb led to small protests and four arrests overnight, according to police.",Michael Brown/WSJ/December 2014,http://online.wsj.com/articles/missouri-police-officer-shoots-dead-man-who-pulled-gun-1419412121?mod=Searchresults_pos20&page=10
Michael Brown,11/25/14,WSJ,Ferguson Hit by Looting Arson,"Ben Kesling, Pervaiz Shallwani and Mark Peters","Peaceful protests in Ferguson, Mo., gave way to looting and arson in the wake of a grand jury decision not to indict a white police officer in the summer shooting of an unarmed black teenager.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/ferguson-hit-by-looting-and-arson-after-grand-jury-decision-1416900005?mod=Searchresults_pos9&page=3
Michael Brown,11/25/14,WSJ,Ferguson Uneasy After Violent Night,"Ben Kesling, Pervaiz Shallwani and Mark Peters",More protests were planned throughout the region after a grand jury declined to indict police officer Darren Wilson in the shooting of unarmed 18-year-old Michael Brown.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/ferguson-grand-jurys-decision-sparks-fresh-violence-unrest-1416916181?mod=Searchresults_pos7&page=2
Michael Brown,11/25/14,WSJ,Ferguson Police Officer Not Charged in Black Teens Shooting,Ben Kesling and Mark Peters,"A grand jury declined to indict police officer Darren Wilson in the shooting of unarmed 18-year-old Michael Brown, sparking renewed unrest in Ferguson Mo., which became a national flash point over race and justice during weeks of turmoil this summer.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/ferguson-police-officer-not-charged-in-black-teens-shooting-1416882438?mod=Searchresults_pos5&page=2
Michael Brown,11/28/14,WSJ,Ferguson Residents Help Clean Up Join in Holiday Celebrations,Pervaiz Shallwani,"Ferguson area residents came out in a show of support Thursday to clean up debris, spruce up buildings and celebrate Thanksgiving after violence erupted in response to a grand jury’s decision in the fatal shooting of Michael Brown.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/ferguson-tensions-cool-on-third-night-after-grand-jury-decision-1417071310?mod=Searchresults_pos16&page=1
Michael Brown,11/21/14,WSJ,FergusonArea School District Cancels Classes Next Week,Douglas Belkin,"A school district adjacent to Ferguson, Mo., has canceled classes next week in anticipation of protests that could follow the grand jury decision in the shooting death of Michael Brown.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/ferguson-area-school-district-cancels-classes-next-week-1416601489?mod=Searchresults_pos19&page=1
Michael Brown,11/26/14,WSJ,Ferguson Protesters Aim for Bigger Movement,"Dan Frosch, Ana Campoy  and Valerie Bauerlein",Many of the young people who have taken to the streets around the U.S. in Ferguson-related protests vow to turn the rallies against police brutality into a movement that will last long beyond this week.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/ferguson-protesters-aim-for-bigger-movement-against-police-brutality-1417033948?mod=Searchresults_pos9&page=5
Michael Brown,11/24/14,WSJ,How Ferguson Became a Symbol,AUTHOR_NOT_FOUND,"A visual chronology of events in Ferguson, Mo., from the shooting of Michael Brown by Officer Darren Wilson on Aug. 9 to the grand-jury decision on Monday.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/how-ferguson-became-a-symbol-1416885278?mod=Searchresults_pos5&page=1
Michael Brown,6/30/15,WSJ,Federal Review Faults Police Response to Ferguson Protests,Devlin Barrett,"Local police improperly used military tactics—including dogs, tear gas and snipers—that escalated rather than eased protests in Ferguson, Mo., last year, according to a soon-to-be-released Justice Department report.",Michael Brown/WSJ/June 2015,http://www.wsj.com/articles/federal-review-faults-police-response-to-ferguson-protests-1435699052?mod=Searchresults_pos3&page=5
Michael Brown,12/2/14,WSJ,In Ferguson Art Replaces Arson,AUTHOR_NOT_FOUND,"A week after rioters tore through Ferguson, Mo., and other communities protesting a grand jury decision not to indict a police officer who killed 18-year-old Michael Brown in August, street artists tried to recast boarded-up storefronts in the St. Louis suburb with images of peace and racial understanding.",Michael Brown/WSJ/December 2014,http://online.wsj.com/articles/in-ferguson-art-replaces-arson-1417580511?mod=Searchresults_pos14&page=1
Michael Brown,3/4/15,WSJ,US Wont Charge Ferguson Police Officer Darren Wilson,Devlin Barrett,"The Justice Department said it would not file federal civil-rights charges against the former Ferguson, Mo., police officer who fatally shot an unarmed black teen last year.",Michael Brown/WSJ/March 2015,http://www.wsj.com/articles/us-wont-charge-ferguson-officer-darren-wilson-1425490206?mod=Searchresults_pos16&page=3
Michael Brown,11/25/14,WSJ,Turning Ferguson Into a Federal Case Wont Be Easy,Devlin Barrett and Ben Kesling,A decision by a Missouri grand jury not to indict Darren Wilson shifts the focus to the Justice Department and whether federal civil rights charges are warranted in the shooting.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/turning-ferguson-into-a-federal-case-wont-be-easy-1416948769?mod=Searchresults_pos8&page=8
Michael Brown,4/23/15,WSJ,Michael Browns Family Files Civil Lawsuit Against Ferguson,Joe Barrett,"The family of Michael Brown filed a civil lawsuit against the city of Ferguson, Mo., over the fatal shooting of the unarmed black 18-year-old.",Michael Brown/WSJ/April 2015,http://www.wsj.com/articles/michael-browns-family-files-civil-lawsuit-against-ferguson-1429804290?mod=Searchresults_pos4&page=1
Michael Brown,3/5/15,WSJ,Michael Browns Parents Announce Lawsuit,Associated Press,"Lawyers for the parents of an unarmed, black, 18-year-old who was fatally shot by a white police officer in the St. Louis suburb of Ferguson, Mo., said Thursday that they would file a civil lawsuit in Michael Brown’s death.",Michael Brown/WSJ/March 2015,http://www.wsj.com/articles/michael-browns-parents-announce-plans-for-civil-suit-in-slaying-by-ex-officer-1425578802?mod=Searchresults_pos1&page=1
Michael Brown,2/10/15,WSJ,Missouri AG Seeks to Block Ferguson Grand Juror From Speaking Out,Ben Kesling,Missouri’s attorney general filed papers Monday seeking to block a grand juror’s request to speak publicly about the decision not to indict a Ferguson police officer in the shooting death of Michael Brown.,Michael Brown/WSJ/February 2015,http://online.wsj.com/articles/missouri-ag-seeks-to-block-ferguson-grand-juror-from-speaking-publicly-1423602145?mod=Searchresults_pos20&page=1
Michael Brown,12/12/14,WSJ,Judge Issues Temporary Order on Use of Tear Gas in Ferguson Protests,Joe Barrett and Ben Kesling,A federal judge in St. Louis issued a temporary restraining order Thursday against the use of tear gas and other agents to disperse peaceful demonstrators without providing adequate warning and meeting other conditions.,Michael Brown/WSJ/December 2014,http://online.wsj.com/articles/judge-issues-temporary-order-on-use-of-tear-gas-in-ferguson-protests-1418411907?mod=Searchresults_pos15&page=13
Michael Brown,11/25/14,WSJ,Protests Over Decision in Ferguson Mo Challenge NYPD,Mark Morales,Commissioner William Bratton called violence in Ferguson “very disturbing” and said he would work with protesters to avoid similar unrest when a Staten Island grand jury returns a decision in a police-involved death.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/protests-over-decision-in-ferguson-mo-challenge-nypd-1416967971?mod=Searchresults_pos6&page=6
Michael Brown,11/24/14,WSJ,Officer Not Charged in Killing,AUTHOR_NOT_FOUND,"A grand jury declined to indict police officer Darren Wilson in the shooting of unarmed 18-year-old Michael Brown, whose death touched off weeks of civil unrest that made Ferguson, Mo., a national flashpoint over race and justice.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/officer-not-charged-in-killing-1416889002?mod=Searchresults_pos13&page=1
Michael Brown,11/28/14,WSJ,Missouri Running Out of Emergency Funds for Ferguson,Matthew Dolan,Gov. Jay Nixon said he would call a special session of the state legislature to provide “critical” funding for the National Guard and Highway Patrol still on patrol in Ferguson.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/missouri-governor-to-call-special-legislative-session-on-ferguson-funding-1417231479?mod=Searchresults_pos13&page=4
Michael Brown,11/29/14,WSJ,Officer in Ferguson Shooting Resigns,Matthew Dolan,"Darren Wilson, the white Ferguson police officer who shot to death a black teen last summer and avoided criminal prosecution this week has resigned from the police force.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/darren-wilson-resigns-from-ferguson-police-department-1417305478?mod=Searchresults_pos10&page=6
Michael Brown,11/29/14,WSJ,Protesters Fan Out as Missouri Gov Calls For New Security Funds,Matthew Dolan,"Nearly 100 locations from utility substations to sports stadiums are under watch this weekend by the Missouri National Guard and state Highway Patrol, Gov. Jay Nixon wrote in a Saturday letter to lawmakers.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/ferguson-protests-spark-more-than-dozen-arrests-1417240877?mod=Searchresults_pos15&page=10
Michael Brown,11/28/14,WSJ,Protesters Swarm Mall Near Ferguson,Matthew Dolan and Pervaiz Shallwani,"Several hundred protesters swarmed a mall near Ferguson, Mo., in a Black Friday protest over the lack of an indictment in the police-involved fatal shooting of 18-year-old Michael Brown.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/protesters-swarm-mall-near-ferguson-1417206782?mod=Searchresults_pos10&page=2
Michael Brown,11/25/14,WSJ,Brown Family Lawyers Criticize Prosecutor Legal Process,Pervaiz Shallwani,Attorneys for Michael Brown’s family lashed out on Tuesday at the local prosecutor and the legal process that led a grand jury not to indict officer Darren Wilson in the shooting death of the black teen.,Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/brown-family-lawyers-criticize-prosecutor-legal-process-1416951360?mod=Searchresults_pos18&page=1
Michael Brown,11/29/14,WSJ,Protests Spread Across US on Black Friday,AUTHOR_NOT_FOUND,"People demonstrated against the Ferguson, Mo., grand jury decision in the Michael Brown case in cities from San Francisco to New York City.",Michael Brown/WSJ/November 2014,http://online.wsj.com/articles/protests-spread-across-u-s-on-black-friday-1417284244?mod=Searchresults_pos8&page=1
