id,date published,source,headline,author,description,directory,link
Michael Brown,12/24/14,WSJ,Missouri Shooting Sparks Protests,Ben Kesling and Joe Barrett,"The police-involved shooting death of an allegedly armed black man in a St. Louis suburb led to small protests and four arrests overnight, according to police.",,http://online.wsj.com/articles/missouri-police-officer-shoots-dead-man-who-pulled-gun-1419412121?mod=Searchresults_pos8&page=11
Michael Brown,12/29/14,WSJ,Autopsy Report Released in Los Angeles Police Shooting,Tamara Audi and John R. Emshwiller,"A highly anticipated autopsy report Monday showed a young, unarmed black man whom Los Angeles police shot and killed in August had fatal gunshot wounds on his back and abdomen.",,http://online.wsj.com/articles/autopsy-report-released-in-los-angeles-police-shooting-1419893227?mod=Searchresults_pos9&page=11
Michael Brown,12/22/14,WSJ,No Charges for Milwaukee Officer in Fatal Shooting of Black Man,Ben Kesling and Mark Peters,"A Milwaukee County prosecutor won’t charge a white officer in the April death of a black man, setting the stage for potentially tense protests as the use of deadly force by police remains in the national spotlight.",,http://online.wsj.com/articles/milwaukee-police-officer-not-charged-in-fatal-shooting-1419266384?mod=Searchresults_pos12&page=11
Michael Brown,12/21/14,WSJ,Gunman Led Life of Trouble Before Attack,"Rebecca Davis O’Brien, Pervaiz Shallwani and Scott Calvert",Investigators piecing together the events leading to the fatal ambush of two police officers in Brooklyn said the alleged killer had a troubled emotional history that included a suicide attempt as recently as a year ago.,,http://online.wsj.com/articles/ismaaiyl-brinsley-suspected-of-shooting-new-york-police-had-criminal-history-ties-to-brooklyn-1419188892?mod=Searchresults_pos13&page=11
Michael Brown,12/3/14,WSJ,Garner Decision Ripples Across City,Michael Howard Saul and Jennifer Smith,A grand jury’s decision not to indict the officer at the center of the Eric Garner chokehold case sparks demonstrations and emotional reactions across New York City.,,http://online.wsj.com/articles/garner-decision-ripples-across-city-1417667222?mod=Searchresults_pos14&page=11
Michael Brown,12/13/14,WSJ,"Protesters Rally in Washington, Other Cities",Rebecca Ballhaus and Leslie Brody,Thousands marched in Washington and several other U.S. cities to protest a series of grand jury decisions not to indict white police officers who killed unarmed black men.,,http://online.wsj.com/articles/anti-brutality-protest-march-on-washington-gets-under-way-1418493077?mod=Searchresults_pos15&page=11
Michael Brown,3/20/15,WSJ,"Peter Sellars on Art, Politics and Controversy",Alexandra Wolfe,"Experimental director Peter Sellars uses theater, dance and opera to push boundaries and pose painful questions about race and inequality.",,http://www.wsj.com/articles/peter-sellars-on-art-politics-and-controversy-1426869815?mod=Searchresults_pos16&page=11
Michael Brown,5/3/15,WSJ,NYC Police Officer Shot Saturday in Critical Condition,JOE JACKSON and ADAM JANOS,An undercover New York City police officer who was shot early Saturday evening in Queens remains in critical but stable condition at Jamaica Hospital.,,http://www.wsj.com/articles/nyc-police-officer-shot-saturday-in-critical-but-stable-condition-1430670909?mod=Searchresults_pos17&page=11
Michael Brown,11/26/14,WSJ,"The 10-Point: Gerard Baker on Ferguson Violence, Activist Investors, Chuck Hagel’s Year and More",Gerard Baker,"A personal, guided tour to the best scoops and stories every day in The Wall Street Journal, from Editor in Chief Gerard Baker.",,http://online.wsj.com/articles/the-10-point-gerard-baker-on-ferguson-violence-activist-investors-chuck-hagels-year-and-more-1417003103?mod=Searchresults_pos18&page=11
Michael Brown,4/24/15,WSJ,"The 10-Point: Gerard Baker on Drone Strategy, Comcast, Nasdaq’s Highs and More",Gerard Baker,"A personal, guided tour to the best scoops and stories every day in The Wall Street Journal, from Editor in Chief Gerard Baker.",,http://www.wsj.com/articles/the-10-point-gerard-baker-on-drone-strategy-comcast-nasdaqs-highs-and-more-1429870838?mod=Searchresults_pos19&page=11
Michael Brown,11/25/14,WSJ,"The 10-Point: Gerard Baker on Ferguson Unrest, Chuck Hagel’s Departure, Nuclear Negotiations and More",Gerard Baker,"A personal, guided tour to the best scoops and stories every day in The Wall Street Journal, from Editor in Chief Gerard Baker.",,http://online.wsj.com/articles/the-10-point-gerard-baker-on-ferguson-unrest-chuck-hagels-departure-nuclear-negotiations-and-more-1416917392?mod=Searchresults_pos20&page=11
Michael Brown,12/30/14,WSJ,Events That Shaped a Turbulent 2014,AUTHOR_NOT_FOUND,"From the rise of Islamic State to the Republicans’ sweep of the midterm elections, the past year brought a number of game-changing news developments. Among them were the Ebola outbreak, the police shooting in Ferguson, Mo., the Ukraine crisis and the drop in oil prices.",,http://online.wsj.com/articles/year-in-review-top-news-stories-of-2014-1419977543?mod=Searchresults_pos3&page=13
Michael Brown,11/25/14,WSJ,Obama’s Muted Ferguson Response Reflects Limited Options,Colleen McCain Nelsonand Byron Tau,The president’s response to the rioting in Ferguson underscores both the role he has carved for himself as uniquely well-suited to bridge the nation’s racial divide and his discomfort at times with embracing the role.,,http://online.wsj.com/articles/obamas-muted-ferguson-response-reflects-his-limited-options-1416966413?mod=Searchresults_pos10&page=13
Michael Brown,12/3/14,WSJ,Some New York City Police Set to Wear Body Cameras,Mara Gay,"On Friday, 27 of 54 officers in a pilot program were scheduled to begin using the lapel-attached cameras on the job. Citywide calls for police body cameras intensified following Eric Garner’s death last summer.",,http://online.wsj.com/articles/some-new-york-city-police-set-to-wear-body-cameras-1417640070?mod=Searchresults_pos11&page=13
Michael Brown,3/12/15,WSJ,Two Officers Shot Amid Ferguson Protest,AUTHOR_NOT_FOUND,"Two police officers were shot early Thursday outside the Ferguson, Mo., police department as demonstrators gathered after the police chief resigned in the wake of a scathing Justice Department report alleging bias in the department.",,http://www.wsj.com/articles/police-injured-in-ferguson-shooting-1426154118?mod=Searchresults_pos12&page=13
Michael Brown,12/2/14,WSJ,Cameras Put New Pressure on Police,Zusha Elinson,"Police body cameras have gained considerable currency in the wake of the fatal shooting of an unarmed black 18-year-old in Ferguson, Mo., this summer. But what happens if officers don’t turn their cameras on?",,http://online.wsj.com/articles/body-cameras-put-new-pressure-on-police-1417565922?mod=Searchresults_pos13&page=13
Michael Brown,12/8/14,WSJ,"LeBron James, Kyrie Irving Wear ‘I Can’t Breathe’ Shirts",Alex Raskin,"LeBron James and Kyrie Irving were among NBA players who warmed up before Monday’s Nets-Cavaliers game wearing T-shirts reading ‘I Can’t Breathe,’ referencing the death of Eric Garner.",,http://online.wsj.com/articles/lebron-james-kyrie-irving-wear-i-cant-breathe-shirts-1418089783?mod=Searchresults_pos14&page=13
Michael Brown,12/12/14,WSJ,Judge Issues Temporary Order on Use of Tear Gas in Ferguson Protests,Joe Barrett and Ben Kesling,A federal judge in St. Louis issued a temporary restraining order Thursday against the use of tear gas and other agents to disperse peaceful demonstrators without providing adequate warning and meeting other conditions.,,http://online.wsj.com/articles/judge-issues-temporary-order-on-use-of-tear-gas-in-ferguson-protests-1418411907?mod=Searchresults_pos15&page=13
Michael Brown,12/16/14,WSJ,Los Angeles Police to Wear Body Cameras,Miriam Jordan,"Mayor Eric Garcetti announced Tuesday the rollout of on-body cameras for the city’s entire police force, an endorsement of a tool that has gained attention since a white police officer fatally shot an unarmed black man in Ferguson, Mo., in the summer.",,http://online.wsj.com/articles/los-angeles-police-force-to-wear-body-cameras-1418752034?mod=Searchresults_pos16&page=13
Michael Brown,11/26/14,WSJ,Tensions Simmer After Shooting Decision,"Pervaiz Shallwani,
		
	Ben Kesling and Mark Peters","A cold rain fell amid relative calm in Ferguson, Mo., on Wednesday evening, following a day of clean-up after riots in the wake of a grand jury’s decision not to indict a white police officer in the killing of a black teenager.",,http://online.wsj.com/articles/ferguson-hit-by-second-night-of-protests-1416999211?mod=Searchresults_pos1&page=2
Michael Brown,12/12/14,WSJ,‘Die-Ins’ of Police Protests Hark Back to Great Depression,Ben Zimmer,The “die-ins” of the protests against the Eric Garner and Michael Brown killings by police hark back to a strike in the Great Depression.,,http://online.wsj.com/articles/die-ins-of-police-protests-hark-back-to-great-depression-1418409400?mod=Searchresults_pos3&page=2
Michael Brown,11/22/14,WSJ,Ferguson Grand Jury Reconvening Monday,Ben Kesling,"The grand jury deciding whether to indict a police officer in the shooting death of teenager Michael Brown will reconvene Monday, according to a county official.",,http://online.wsj.com/articles/ferguson-grand-jury-to-reconvene-next-week-1416693827?mod=Searchresults_pos4&page=2
Michael Brown,11/25/14,WSJ,Ferguson Police Officer Not Charged in Black Teen’s Shooting,Ben Kesling and Mark Peters,"A grand jury declined to indict police officer Darren Wilson in the shooting of unarmed 18-year-old Michael Brown, sparking renewed unrest in Ferguson Mo., which became a national flash point over race and justice during weeks of turmoil this summer.",,http://online.wsj.com/articles/ferguson-police-officer-not-charged-in-black-teens-shooting-1416882438?mod=Searchresults_pos5&page=2
Michael Brown,12/12/14,WSJ,Portraits of New York City Protesters,AUTHOR_NOT_FOUND,Recent protesters in New York City range from veteran activists to first timers. They have demonstrated against the Eric Garner and Michael Brown grand jury decisions.,,http://online.wsj.com/articles/portraits-of-new-york-city-protesters-1418424102?mod=Searchresults_pos6&page=2
Michael Brown,11/25/14,WSJ,Ferguson Uneasy After Violent Night,"Ben Kesling, Pervaiz Shallwani and Mark Peters",More protests were planned throughout the region after a grand jury declined to indict police officer Darren Wilson in the shooting of unarmed 18-year-old Michael Brown.,,http://online.wsj.com/articles/ferguson-grand-jurys-decision-sparks-fresh-violence-unrest-1416916181?mod=Searchresults_pos7&page=2
Michael Brown,11/17/14,WSJ,Missouri Declares State of Emergency,Ben Kesling,"Gov. Jay Nixon declared a state of emergency for Missouri, ahead of an anticipated announcement from a grand jury in the shooting death of Michael Brown and protests expected to take place in the St. Louis area.",,http://online.wsj.com/articles/missouri-governor-declares-state-of-emergency-before-grand-jury-decision-1416256018?mod=Searchresults_pos9&page=2
Michael Brown,11/28/14,WSJ,Protesters Swarm Mall Near Ferguson,Matthew Dolan and Pervaiz Shallwani,"Several hundred protesters swarmed a mall near Ferguson, Mo., in a Black Friday protest over the lack of an indictment in the police-involved fatal shooting of 18-year-old Michael Brown.",,http://online.wsj.com/articles/protesters-swarm-mall-near-ferguson-1417206782?mod=Searchresults_pos10&page=2
Michael Brown,11/24/14,WSJ,Ferguson Grand Jury Decision Expected at 8 p.m. Central,Ben Kesling and Mark Peters,St. Louis County Prosecutor Robert McCulloch will announce at 8 p.m. Central Standard Time a grand jury’s decision on whether to indict white Ferguson police officer Darren Wilson in the shooting death of unarmed black teenager Michael Brown.,,http://online.wsj.com/articles/ferguson-grand-jury-decision-expected-monday-night-1416871962?mod=Searchresults_pos11&page=2
Michael Brown,6/14/15,WSJ,"In Ferguson, a Long Road Getting Back to Business","Ruth Simon,
		
	Ben Kesling
		
	and Leslie Josephs","Ten months after Michael Brown’s shooting death, the community is struggling to recover and rebound.",,http://www.wsj.com/articles/in-ferguson-mo-a-long-road-getting-back-to-business-1434335882?mod=Searchresults_pos12&page=2
Michael Brown,12/2/14,WSJ,National Guard Pares Presence in Ferguson Area,Ben Kesling,"The Missouri National Guard has already begun to reduce its footprint in the St. Louis region, though troops remain in Ferguson, according to state officials.",,http://online.wsj.com/articles/national-guard-reduces-presence-in-ferguson-area-1417554691?mod=Searchresults_pos14&page=2
Michael Brown,12/14/14,WSJ,Proceedings: Highlights from the Law Blog,AUTHOR_NOT_FOUND,The U.S. Supreme Court raised eyebrows when it demanded that Foley & Lardner LLP patent attorney Howard Shipley show cause as to “why he should not be sanctioned.”,,http://online.wsj.com/articles/proceedings-highlights-from-the-law-blog-1418614217?mod=Searchresults_pos16&page=2
Michael Brown,11/4/14,WSJ,Nitro Signs Up $15M From Battery Ventures for Digital Documents,AUTHOR_NOT_FOUND,"Nitro Software Inc., a digital document company that moved from Australia to San Francisco two years ago, said it raised $15 million in new financing from Battery Ventures.",,http://www.wsj.com/articles/DJFVW00120141104eab4ar9sl?mod=Searchresults_pos17&page=2
Michael Brown,11/6/14,WSJ,Ferguson Braces for Grand Jury Decision,Ben Kesling,"Workers are boarding up windows in Ferguson, Mo., and police are re-stocking tear gas as they prepare for civil unrest that could follow a grand jury decision on whether to indict a police officer in the shooting death of an unarmed 18-year-old.",,http://online.wsj.com/articles/ferguson-community-braces-for-grand-jury-decision-in-black-teens-shooting-1415311318?mod=Searchresults_pos18&page=2
Michael Brown,11/25/14,WSJ,Protesters Turn Out in U.S. Cities Following Decision,"Thomas MacMillan, Alejandro Lazo and Cameron McWhirter","Protests broke out in a number of U.S. cities following the decision on Monday by a grand jury not to indict a Ferguson, Mo., police officer in the shooting death of a black teenager.",,http://online.wsj.com/articles/u-s-cities-prepare-for-reaction-to-ferguson-grand-jury-decision-1416874256?mod=Searchresults_pos20&page=2
Michael Brown,11/21/14,WSJ,Ferguson Grand Jury Still in Session,Ben Kesling,"The grand jury deciding whether to indict officer Darren Wilson in the shooting death of Michael Brown is still in session, according to the county prosecutor.",,http://online.wsj.com/articles/ferguson-grand-jury-still-in-session-prosecutor-says-1416602133?mod=Searchresults_pos1&page=3
Michael Brown,11/25/14,WSJ,Ferguson Business Owners Survey the Damage,Ben Kesling And Pervaiz Shallwani,"After a night of tear gas from police and rocks thrown by vandals, shop owners in Ferguson, Mo., were out with brooms and dustpans, cleaning up and preparing for another possible night of protests.",,http://online.wsj.com/articles/ferguson-business-owners-survey-the-damage-1416967469?mod=Searchresults_pos3&page=3
Michael Brown,11/25/14,WSJ,Protests Spread in U.S. Cities Following Decision,"Thomas MacMillan, Alejandro Lazo and Cameron McWhirter","Protests broke out in a number of U.S. cities following the decision on Monday by a grand jury not to indict a Ferguson, Mo., police officer in the shooting death of a black teenager.",,http://online.wsj.com/articles/protests-spread-in-u-s-cities-following-decision-1416922570?mod=Searchresults_pos5&page=3
Michael Brown,12/13/14,WSJ,Protests Ramp Up Over Police Killings,AUTHOR_NOT_FOUND,"Thousands of protesters, including family members of Eric Garner and Michael Brown,  marched in Washington, D.C., New York and other cities on Saturday to call attention to the recent deaths of unarmed black men at the hands of police and to call for legislative action.",,http://online.wsj.com/articles/protests-ramp-up-in-washington-other-cities-over-killings-by-police-1418506181?mod=Searchresults_pos6&page=3
Michael Brown,12/12/14,WSJ,"Faces, and Forces, Behind New York City Protests",AUTHOR_NOT_FOUND,The thousands in New York who have protested the recent grand jury decisions not to indict white police officers in the deaths of unarmed black men cut a wide swath.,,http://online.wsj.com/articles/faces-and-forces-behind-protests-1418436273?mod=Searchresults_pos8&page=3
Michael Brown,11/25/14,WSJ,"Ferguson Hit by Looting, Arson","Ben Kesling, Pervaiz Shallwani and Mark Peters","Peaceful protests in Ferguson, Mo., gave way to looting and arson in the wake of a grand jury decision not to indict a white police officer in the summer shooting of an unarmed black teenager.",,http://online.wsj.com/articles/ferguson-hit-by-looting-and-arson-after-grand-jury-decision-1416900005?mod=Searchresults_pos9&page=3
Michael Brown,12/7/14,WSJ,Protest Turns Violent in Berkeley,Jim Carlton,"A protest in Berkeley, Calif., following the grand jury decision in New York not to indict the police officer involved in the death of Eric Garner turned violent Saturday night as police say some protesters smashed windows and vandalized cars.",,http://online.wsj.com/articles/protest-against-garner-decision-turns-violent-in-berkeley-1417937855?mod=Searchresults_pos10&page=3
Michael Brown,11/28/14,WSJ,Protesters Halt BART Train Service,Alejandro Lazo,"Protesters in Oakland, Calif., wearing T-shirts reading “black lives matter” shut down train service on the Bay Area Rapid Transit system between San Francisco and the East Bay for more than an hour Friday morning.",,http://online.wsj.com/articles/protesters-shut-down-bart-train-service-1417207392?mod=Searchresults_pos11&page=3
Michael Brown,11/11/14,WSJ,Officials Gird for More Unrest in Ferguson,Ben Kesling,Missouri Gov. Jay Nixon said law-enforcement officials have been working to make sure residents will be kept safe once prosecutors announce whether a suburban St. Louis police officer will face charges for fatally shooting 18-year-old Michael Brown.,,http://online.wsj.com/articles/missouri-governor-outlines-police-plan-ahead-of-ferguson-grand-jury-decision-1415738110?mod=Searchresults_pos12&page=3
Michael Brown,12/23/14,WSJ,"Protesters Hit Streets Again, Defying Mayor",Adam Janos,"Hundreds of protesters took to Manhattan’s streets Tuesday evening to rally against what they say is unfair treatment by the New York Police Department, in defiance of Mayor Bill de Blasio’s call for a halt to demonstrations until two slain police officers are laid to rest.",,http://online.wsj.com/articles/protesters-hit-streets-again-defying-mayor-1419389702?mod=Searchresults_pos13&page=3
Michael Brown,12/10/14,WSJ,Protests Against Police Shootings Continue in California,Zusha Elinson,"Protests against police shootings continued for a fourth night in San Francisco’s East Bay area, as hundreds marched through Berkeley and Oakland, blocking a highway and prompting the cancelation of a city council meeting.",,http://online.wsj.com/articles/protests-against-police-shootings-continue-in-california-1418232099?mod=Searchresults_pos14&page=3
Michael Brown,3/4/15,WSJ,U.S. Won’t Charge Ferguson Police Officer Darren Wilson,Devlin Barrett,"The Justice Department said it would not file federal civil-rights charges against the former Ferguson, Mo., police officer who fatally shot an unarmed black teen last year.",,http://www.wsj.com/articles/us-wont-charge-ferguson-officer-darren-wilson-1425490206?mod=Searchresults_pos16&page=3
Michael Brown,11/25/14,WSJ,Grand Jury Transcripts Show Widely Varying Witness Testimony,A Wall Street Journal Roundup,The transcripts of the grand jury proceedings investigating police officer Darren Wilson’s actions in the shooting death of Michael Brown reveal that witnesses’ testimony varied widely on the key details of the Aug. 9 encounter.,,http://online.wsj.com/articles/ferguson-grand-jury-transcripts-show-widely-varying-witness-testimony-1416948406?mod=Searchresults_pos18&page=3
Michael Brown,1/15/15,WSJ,Holder Seeks to Fill Gaps in Police Data,Devlin Barrett,Attorney General Eric Holder said Thursday the country should do more to track when police officers kill and when they are killed.,,http://online.wsj.com/articles/holder-calls-for-more-data-on-violence-in-policing-1421348803?mod=Searchresults_pos19&page=3
Michael Brown,3/13/15,WSJ,Ferguson Council Candidates Vow Change,Ben Kesling,"About a mile from the site of seemingly endless clashes between police and protesters in Ferguson, Mo., a slate of candidates for City Council talk frankly about how to mend their community.",,http://www.wsj.com/articles/fergusons-future-some-residents-place-hope-in-city-council-election-1426266878?mod=Searchresults_pos20&page=3
Michael Brown,12/22/14,WSJ,"The 10-Point: Gerard Baker on the NYPD Killings, New Saudi Oil Strategy, UPS’s Big Test and More",Gerard Baker,"A personal, guided tour to the best scoops and stories every day in The Wall Street Journal, from Editor in Chief Gerard Baker.",,http://online.wsj.com/articles/the-10-point-gerard-baker-on-the-nypd-killings-new-saudi-oil-strategy-upss-big-test-and-more-1419250217?mod=Searchresults_pos1&page=12
Michael Brown,3/12/15,WSJ,Police Probe ‘Ambush’ of Officers in Ferguson,Mark Peters  and Ben Kesling,"Police are investigating the shooting of two officers involved in crowd control at a protest in Ferguson, Mo., early Thursday, in what St. Louis County Police Chief Jon Belmar described as an “ambush.”",,http://www.wsj.com/articles/two-police-officers-shot-outside-ferguson-police-department-1426145841?mod=Searchresults_pos2&page=12
Michael Brown,12/5/14,WSJ,Police Move to Revamp Tactics,"Pervaiz Shallwani,  Zusha Elinson and Gary Fields","Police departments around the country are racing to develop new training rules on the use of force, a response that has gained urgency amid scrutiny from the U.S. Justice Department.",,http://online.wsj.com/articles/police-move-to-revamp-tactics-after-brown-garner-incidents-1417739303?mod=Searchresults_pos3&page=12
Michael Brown,12/4/14,WSJ,Obama Faces Limits in Overseeing Police,Devlin Barrett and Colleen McCain Nelson,"The deaths of unarmed African-American men in Ferguson, Mo., and New York City at the hands of white officers have sparked a debate over deadly force while highlighting federal limits in dealing with local police.",,http://online.wsj.com/articles/obama-calls-protests-in-wake-of-grand-jury-decision-constructive-1417718202?mod=Searchresults_pos4&page=12
Michael Brown,11/21/14,WSJ,"New York City Police Officer Accidentally Shoots, Kills Unarmed Man",Pervaiz Shallwani,"Police say the officer killed a 28-year-old unarmed man in the stairwell of a Brooklyn housing project, a death Mayor Bill de Blasio called a “tragic mistake.”",,http://online.wsj.com/articles/new-york-city-police-officer-shoots-kills-unarmed-man-nypd-says-1416581975?mod=Searchresults_pos5&page=12
Michael Brown,12/22/14,WSJ,"NYC Mayor, Police Unions Postpone Debate",Michael Howard Saul and Pervaiz Shallwani,"New York Mayor Bill de Blasio and police unions agreed to end a war of words until two officers fatally shot this weekend are laid to rest, as law-enforcement agencies nationwide assessed the safety of members.",,http://online.wsj.com/articles/de-blasio-police-unions-postpone-debate-until-after-nypd-funerals-1419295761?mod=Searchresults_pos7&page=12
Michael Brown,12/5/14,WSJ,Protests Spread Across U.S.,Laura Meckler  and Thomas MacMillan,Another round of protests erupted Friday in several major cities as demonstrators blocked traffic and staged die-ins after this week’s New York grand jury decision not to indict a white officer in the choke-hold death of an unarmed black man.,,http://online.wsj.com/articles/protests-break-out-nationwide-for-third-day-1417825427?mod=Searchresults_pos8&page=12
Michael Brown,12/4/14,WSJ,Sizing Up a Prosecutor’s Performance,Rebecca Davis O’Brien,"Elected officials, legal experts and police officers on Thursday differed on Staten Island District Attorney Dan Donovan’s handling of the grand jury that declined to indict the officer involved in Eric Garner’s death.",,http://online.wsj.com/articles/officer-to-new-york-grand-jury-no-chokehold-used-on-eric-garner-1417731535?mod=Searchresults_pos9&page=12
Michael Brown,12/4/14,WSJ,Chokehold Ruling Sparks Protests in New York,"Rebecca Davis O’Brien, Michael Howard Saul and Pervaiz Shallwani",Protests erupted around New York City after a grand jury declined to indict a police officer in the death of an unarmed African-American. The ruling also sparked a federal investigation.,,http://online.wsj.com/articles/new-york-city-police-officer-wont-face-criminal-charges-in-eric-garner-death-1417635275?mod=Searchresults_pos10&page=12
Michael Brown,4/28/15,WSJ,Violence Erupts in Baltimore After Freddie Gray Funeral,Scott Calvert and Kris Maher,"Riots, looting and violent unrest engulfed swaths of Baltimore after the funeral for Freddie Gray, a black man who died in police custody.",,http://www.wsj.com/articles/violence-breaks-out-in-baltimore-as-freddie-gray-is-laid-to-rest-1430169131?mod=Searchresults_pos11&page=12
Michael Brown,12/5/14,WSJ,Protests Spread Across Country,Adam Janos And Thomas MacMillan,"Protests rippled across the country Thursday for a second day after a grand jury declined to indict a New York City police officer in the July death of Eric Garner, a black man who was placed in an apparent chokehold.",,http://online.wsj.com/articles/thousands-protest-across-us-after-eric-garner-grand-jury-decision-1417785011?mod=Searchresults_pos12&page=12
Michael Brown,12/5/14,WSJ,Protests Spread Across Country,Adam Janos and Thomas MacMillan,"Protests rippled across the country Thursday, a day after a grand jury declined to indict a New York City police officer in the July death of Eric Garner, a black man who was placed in an apparent chokehold.",,http://online.wsj.com/articles/protests-spread-across-country-day-after-eric-garner-grand-jury-decision-1417737644?mod=Searchresults_pos13&page=12
Michael Brown,12/3/14,WSJ,Hundreds of Police Killings Are Uncounted,Rob Barry and Coulter Jones,More than 550 justifiable homicides by police between 2007 and 2012 aren’t included in records kept by the FBI.,,http://online.wsj.com/articles/hundreds-of-police-killings-are-uncounted-in-federal-statistics-1417577504?mod=Searchresults_pos14&page=12
Michael Brown,4/29/15,WSJ,Obama Condemns Violence in Baltimore,Carol E. Lee And Devlin Barrett,"The president called on the nation to do some “soul-searching” in the wake of the violence that erupted in Baltimore, while asserting there are limits on what he, or any president, can do to change the system.",,http://www.wsj.com/articles/obama-condemns-violence-in-baltimore-in-response-to-freddie-gray-death-1430246886?mod=Searchresults_pos15&page=12
Michael Brown,12/21/14,WSJ,Killings of New York Police Officers Spark Backlash to Protests,Heather Haddon,The assassination of two New York City police officers has emboldened police and their supporters to lash out at weeks of nationwide protest and criticism that they say have left police more vulnerable.,,http://online.wsj.com/articles/after-police-shootings-protesters-vow-to-continue-1419192944?mod=Searchresults_pos16&page=12
Michael Brown,3/12/15,WSJ,Putting Police Back on the Beat,Gary Fields and John R. Emshwiller,"As deadly police encounters prompt a re-examination of tactics used by law-enforcement agencies, New Haven, Conn., shows why community policing is attracting a fresh surge of attention.",,http://www.wsj.com/articles/putting-police-officers-back-on-the-beat-1426201176?mod=Searchresults_pos17&page=12
Michael Brown,12/30/14,WSJ,Seattle Police Chafe Under New Orders,John R. Emshwiller and Gary Fields,The city reins in prosecution for minor crimes and lets police direct some offenders toward social services rather than the criminal justice system.,,http://online.wsj.com/articles/seattle-police-chafe-under-new-marching-orders-1419981603?mod=Searchresults_pos19&page=12
Michael Brown,4/8/15,WSJ,South Carolina Shooting Bolsters Calls for Police Cameras,Cameron McWhirter and Zusha Elinson,A bystander’s video showing a white South Carolina policeman fatally shooting an unarmed black man as he fled has bolstered nationwide calls to require all police officers to wear body cameras.,,http://www.wsj.com/articles/south-carolina-shooting-bolsters-calls-for-police-cameras-1428541245?mod=Searchresults_pos1&page=7
Michael Brown,11/24/14,WSJ,Ferguson Legal Fight Extends Beyond Grand Jury,Ashby Jones And Devlin Barrett,A grand jury’s decision to reject charges against a white officer in the shooting death of a black teenager in Missouri likely won’t be the last word from the courts on the tragic events of Aug. 9.,,http://online.wsj.com/articles/ferguson-legal-fight-extends-beyond-grand-jury-1416873953?mod=Searchresults_pos2&page=7
Michael Brown,11/15/14,WSJ,No Decision on Ferguson Officer if He Isn’t Indicted,Ben Kesling,"Senior officials in Ferguson, Mo., said the town hasn’t decided whether Officer Darren Wilson will return to the police force if a grand jury doesn’t indict him in the shooting death of an unarmed local teenager.",,http://online.wsj.com/articles/officials-say-no-decision-on-ferguson-policemans-future-if-he-isnt-indicted-1416074986?mod=Searchresults_pos3&page=7
Michael Brown,3/13/15,WSJ,Protests Pass Quietly in Ferguson,Ben Kesling,"Investigations continued Friday in the shooting of two police officers after protests lasted only a few hours the night before as rain, activist organization and police tactics defused tensions.",,http://www.wsj.com/articles/protests-pass-quietly-in-ferguson-a-night-after-officers-shot-1426257659?mod=Searchresults_pos4&page=7
Michael Brown,4/8/15,WSJ,Ferguson Vote Result Seen as Hopeful Sign,Ben Kesling,"A high voter turnout and a shift in the racial makeup of the City Council during a closely watched local election this week signaled hopes for change after a summer of unrest in Ferguson, Mo., officials and residents said.",,http://www.wsj.com/articles/vote-in-ferguson-mo-seen-as-hopeful-sign-1428540404?mod=Searchresults_pos5&page=7
Michael Brown,3/17/15,WSJ,Police Deny Bullying Suspect in Officers’ Shooting in Ferguson,Ben Kesling,"St. Louis County police rejected allegations that a man who allegedly shot two police officers in Ferguson, Mo., last week was beaten by police officers and coerced into admitting guilt.",,http://www.wsj.com/articles/police-deny-bullying-suspect-in-ferguson-officers-shooting-1426605015?mod=Searchresults_pos7&page=7
Michael Brown,12/21/14,WSJ,Cardinal Dolan Urges Support for NYPD,Erica Orden,"New York Cardinal Timothy Dolan addressed the fatal shootings of two police officers, urging support for the police department as well as for Police Commissioner William Bratton and Mayor Bill de Blasio.",,http://online.wsj.com/articles/cardinal-dolan-urges-support-for-nypd-after-killings-1419187898?mod=Searchresults_pos8&page=7
Michael Brown,12/30/14,WSJ,"Police Chief Defends Shooting of Armed Teen in Berkeley, Mo.",Ben Kesling,"Multiple witnesses said they saw a black teenager pull a gun on a Berkeley, Mo., police officer just before the officer fatally shot the youth last week, said the city’s police chief.",,http://online.wsj.com/articles/berkeley-mo-police-chief-defends-shooting-of-armed-teen-1419966835?mod=Searchresults_pos9&page=7
Michael Brown,11/24/14,WSJ,Cleveland Police Say Video Exists of Police Shooting,Mark Peters,"Cleveland officials have video of a police shooting that killed a 12-year-old boy over the weekend, saying the visual evidence provides a clear accounting of what happened.",,http://online.wsj.com/articles/cleveland-police-say-video-exists-of-police-shooting-of-12-year-old-boy-1416853944?mod=Searchresults_pos10&page=7
Michael Brown,11/21/14,WSJ,U.S. Military Gear Keeps Flowing to Missouri,Julian E. Barnes,"The Defense Department has continued to send surplus military gear to police departments in Missouri in the wake of the shooting death of an unarmed black teenager, despite criticism of the equipment-supply program.",,http://online.wsj.com/articles/u-s-military-gear-continues-flowing-to-missouri-despite-criticism-1416613116?mod=Searchresults_pos11&page=7
Michael Brown,11/26/14,WSJ,Ferguson Beefs Up Response After Violence,"Ben Kesling, Pervaiz Shallwani and Mark Peters",Missouri’s governor said he would triple the National Guard presence in the St. Louis region after widespread violence following a grand-jury decision not to indict a police officer in the shooting death of an unarmed teen.,,http://online.wsj.com/articles/ferguson-beefs-up-response-after-violence-1416964911?mod=Searchresults_pos12&page=7
