id,date published,source,headline,author,description,directory,link
Michael Brown,12/10/14,WSJ,Bay Area Protests Are Latest in Long Tradition,Alejandro Lazo and Zusha Elinson,Demonstrations in cities of Oakland and Berkeley reflect the region’s history of social activism and militant street action.,,http://online.wsj.com/articles/bay-area-protests-over-police-killings-are-latest-in-long-tradition-1418163477?mod=Searchresults_pos1&page=6
Michael Brown,4/8/15,WSJ,African-Americans Gain Council Seats in Ferguson,Ben Kesling,"Half of the members of the City Council in Ferguson, Mo., will be African-American following the city’s first election since the shooting death of Michael Brown by a police officer.",,http://www.wsj.com/articles/african-americans-gain-city-council-seats-in-ferguson-1428466874?mod=Searchresults_pos10&page=1
Michael Brown,4/8/15,WSJ,African-Americans Gain Council Seats in Ferguson,Ben Kesling,"Half of the members of the City Council in Ferguson, Mo., will be African-American following the city’s first election since the shooting death of Michael Brown by a police officer.",,http://www.wsj.com/articles/african-americans-gain-city-council-seats-in-ferguson-1428466874?mod=Searchresults_pos17&page=5
Michael Brown,3/3/15,WSJ,"U.S. Finds Racial Bias in Ferguson Police, Courts",Andrew Grossman,"Police in Ferguson, Mo., routinely violated the civil rights of the city’s black residents, a Justice Department probe has concluded. The city’s courts were also cited for racial bias.",,http://www.wsj.com/articles/ferguson-police-accused-of-racial-bias-by-federal-investigation-1425411657?mod=Searchresults_pos14&page=7
Michael Brown,3/3/15,WSJ,"U.S. Finds Racial Bias in Ferguson Police, Courts",Andrew Grossman,"Police in Ferguson, Mo., routinely violated the civil rights of the city’s black residents, a Justice Department probe has concluded. The city’s courts were also cited for racial bias.",,http://www.wsj.com/articles/ferguson-police-accused-of-racial-bias-by-federal-investigation-1425411657?mod=Searchresults_pos7&page=2
Michael Brown,4/29/15,WSJ,"Ferguson Protests Leave Three Shot, Five Arrested",Associated Press,"Looting, fires and gunfire broke out in Ferguson overnight during protests in response to the death of a black man in police custody in Baltimore.",,http://www.wsj.com/articles/ferguson-protests-over-freddie-gray-leave-three-shot-five-arrested-1430340468?mod=Searchresults_pos8&page=3
Michael Brown,3/7/15,WSJ,Police Shooting of Unarmed 19-Year-Old Prompts Protest,Associated Press,"The fatal shooting of an unarmed black 19-year-old by a white police officer, who authorities say fired after he was assaulted, prompted protesters to take to the streets with chants of “Black Lives Matter.”",,http://www.wsj.com/articles/wisconsin-attorney-general-investigating-shooting-in-madison-1425758817?mod=Searchresults_pos18&page=4
Michael Brown,3/7/15,WSJ,Police Shooting of Unarmed 19-Year-Old Prompts Protest,Associated Press,"The fatal shooting of an unarmed black 19-year-old by a white police officer, who authorities say fired after he was assaulted, prompted protesters to take to the streets with chants of “Black Lives Matter.”",,http://www.wsj.com/articles/wisconsin-attorney-general-investigating-shooting-in-madison-1425758817?mod=Searchresults_pos8&page=4
Michael Brown,12/12/14,WSJ,"Faces, and Forces, Behind New York City Protests",AUTHOR_NOT_FOUND,The thousands in New York who have protested the recent grand jury decisions not to indict white police officers in the deaths of unarmed black men cut a wide swath.,,http://online.wsj.com/articles/faces-and-forces-behind-protests-1418436273?mod=Searchresults_pos8&page=3
Michael Brown,12/12/14,WSJ,"Faces, and Forces, Behind New York City Protests",AUTHOR_NOT_FOUND,The thousands in New York who have protested the recent grand jury decisions not to indict white police officers in the deaths of unarmed black men cut a wide swath.,,http://online.wsj.com/articles/faces-and-forces-behind-protests-1418436273?mod=Searchresults_pos17&page=9
Michael Brown,11/25/14,WSJ,Grand Jury Decision on Ferguson Shooting Sparks Fresh Unrest,AUTHOR_NOT_FOUND,Protests continued after a grand jury declined to indict a Ferguson police officer in the death of an unarmed black teenager. (Zuma Press),,http://online.wsj.com/articles/grand-jury-decision-on-ferguson-shooting-sparks-fresh-unrest-1416947611?page=15
Michael Brown,11/25/14,WSJ,Grand Jury Decision Sparks Fresh Unrest in Ferguson,AUTHOR_NOT_FOUND,Missouri Gov. Jay Nixon Tuesday said he would triple the National Guard presence in the St. Louis region in the wake of widespread violence following a grand jury decision not to indict police officer Darren Wilson in the shooting death of Michael Brown.,,http://online.wsj.com/articles/grand-jury-decision-sparks-fresh-unrest-in-ferguson-1416891415?mod=Searchresults_pos3&page=1
Michael Brown,11/25/14,WSJ,Grand Jury Decision Sparks Fresh Unrest in Ferguson,AUTHOR_NOT_FOUND,Missouri Gov. Jay Nixon Tuesday said he would triple the National Guard presence in the St. Louis region in the wake of widespread violence following a grand jury decision not to indict police officer Darren Wilson in the shooting death of Michael Brown.,,http://online.wsj.com/articles/grand-jury-decision-sparks-fresh-unrest-in-ferguson-1416891415?mod=Searchresults_pos1&page=1
Michael Brown,11/26/14,WSJ,Marching Through the Streets,AUTHOR_NOT_FOUND,"Demonstrators across the U.S. took to the streets on Tuesday night to protest the decision of a grand jury to not indict Darren Wilson, a white police officer, for shooting unarmed black teenager Michael Brown.",,http://online.wsj.com/articles/photos-marching-through-the-streets-1416974970?mod=Searchresults_pos6&page=1
Michael Brown,11/26/14,WSJ,Marching Through the Streets,AUTHOR_NOT_FOUND,"Demonstrators across the U.S. took to the streets on Tuesday night to protest the decision of a grand jury to not indict Darren Wilson, a white police officer, for shooting unarmed black teenager Michael Brown.",,http://online.wsj.com/articles/photos-marching-through-the-streets-1416974970?mod=Searchresults_pos16&page=1
Michael Brown,3/12/15,WSJ,Police Claim ‘Ambush’ After Two Officers Shot at Ferguson Protest,AUTHOR_NOT_FOUND,"Police get ready to fire from cover after two officers were shot outside the Ferguson, Mo., police department. (Photo: Associated Press.)",,http://www.wsj.com/articles/police-claim-ambush-after-two-officers-shot-at-ferguson-protest-1426206708?mod=Searchresults_pos19&page=14
Michael Brown,3/12/15,WSJ,Police Hunt Shooter of Two Officers Ambushed at Ferguson Protest,AUTHOR_NOT_FOUND,"MOVING IN: A tactical team searches a house after two officers were shot in front of the Ferguson, Mo., police headquarters early Thursday.",,http://www.wsj.com/articles/police-hunt-shooter-of-two-officers-ambushed-at-ferguson-protest-1426207173?page=15
Michael Brown,12/12/14,WSJ,Portraits of New York City Protesters,AUTHOR_NOT_FOUND,Recent protesters in New York City range from veteran activists to first timers. They have demonstrated against the Eric Garner and Michael Brown grand jury decisions.,,http://online.wsj.com/articles/portraits-of-new-york-city-protesters-1418424102?mod=Searchresults_pos6&page=2
Michael Brown,12/12/14,WSJ,Portraits of New York City Protesters,AUTHOR_NOT_FOUND,Recent protesters in New York City range from veteran activists to first timers. They have demonstrated against the Eric Garner and Michael Brown grand jury decisions.,,http://online.wsj.com/articles/portraits-of-new-york-city-protesters-1418424102?mod=Searchresults_pos17&page=10
Michael Brown,12/13/14,WSJ,Protests Ramp Up Over Police Killings,AUTHOR_NOT_FOUND,"Thousands of protesters, including family members of Eric Garner and Michael Brown,  marched in Washington, D.C., New York and other cities on Saturday to call attention to the recent deaths of unarmed black men at the hands of police and to call for legislative action.",,http://online.wsj.com/articles/protests-ramp-up-in-washington-other-cities-over-killings-by-police-1418506181?mod=Searchresults_pos6&page=3
Michael Brown,3/12/15,WSJ,Two Officers Shot Amid Ferguson Protest,AUTHOR_NOT_FOUND,"Two police officers were shot early Thursday outside the Ferguson, Mo., police department as demonstrators gathered after the police chief resigned in the wake of a scathing Justice Department report alleging bias in the department.",,http://www.wsj.com/articles/police-injured-in-ferguson-shooting-1426154118?mod=Searchresults_pos12&page=13
Michael Brown,3/12/15,WSJ,Two Officers Shot Amid Ferguson Protest,AUTHOR_NOT_FOUND,"Two police officers were shot early Thursday outside the Ferguson, Mo., police department as demonstrators gathered after the police chief resigned in the wake of a scathing Justice Department report alleging bias in the department.",,http://www.wsj.com/articles/police-injured-in-ferguson-shooting-1426154118?mod=Searchresults_pos10&page=6
Michael Brown,3/12/15,WSJ,Two Police Officers Shot During Protests in U.S. City of Ferguson,AUTHOR_NOT_FOUND,"A man confronts a police officer in Ferguson, Mo., during protests outside the police department and court, where two officers were shot Thursday. (Reuters.)",,http://www.wsj.com/articles/two-police-officers-shot-during-protests-in-u-s-city-of-ferguson-1426185912?mod=Searchresults_pos20&page=14
Michael Brown,11/23/14,WSJ,An Officer Calms Ferguson’s Streets,Ben Kesling,"A fourth straight night of street-blocking civil disobedience Saturday was punctuated by arrests, but was less confrontational thanks, in part, to a police commander using calmer tactics with protesters.",,http://online.wsj.com/articles/as-fergusons-streets-tensely-await-decision-an-officer-brings-calm-1416761970?mod=Searchresults_pos15&page=8
Michael Brown,11/23/14,WSJ,An Officer Calms Ferguson’s Streets,Ben Kesling,"A fourth straight night of street-blocking civil disobedience Saturday was punctuated by arrests, but was less confrontational thanks, in part, to a police commander using calmer tactics with protesters.",,http://online.wsj.com/articles/as-fergusons-streets-tensely-await-decision-an-officer-brings-calm-1416761970?mod=Searchresults_pos7&page=9
Michael Brown,11/23/14,WSJ,An Officer Calms Ferguson’s Streets,Ben Kesling,"A fourth straight night of street-blocking civil disobedience Saturday was punctuated by arrests, but was less confrontational thanks, in part, to a police commander using calmer tactics with protesters.",,http://online.wsj.com/articles/as-fergusons-streets-tensely-await-decision-an-officer-brings-calm-1416761970?mod=Searchresults_pos5&page=4
Michael Brown,11/25/14,WSJ,Ferguson Area Clergy Lead Peaceful Protest,Ben Kesling,A sunrise prayer vigil and dozens of clergy marching in the streets here Tuesday was a stark counterpoint to the destruction and looting that took place Monday night just miles away in Ferguson.,,http://online.wsj.com/articles/ferguson-area-clergy-lead-peaceful-protest-1416935595?mod=Searchresults_pos12&page=6
Michael Brown,11/25/14,WSJ,Ferguson Area Clergy Lead Peaceful Protest,Ben Kesling,A sunrise prayer vigil and dozens of clergy marching in the streets here Tuesday was a stark counterpoint to the destruction and looting that took place Monday night just miles away in Ferguson.,,http://online.wsj.com/articles/ferguson-area-clergy-lead-peaceful-protest-1416935595?mod=Searchresults_pos14&page=3
Michael Brown,11/6/14,WSJ,Ferguson Braces for Grand Jury Decision,Ben Kesling,"Workers are boarding up windows in Ferguson, Mo., and police are re-stocking tear gas as they prepare for civil unrest that could follow a grand jury decision on whether to indict a police officer in the shooting death of an unarmed 18-year-old.",,http://online.wsj.com/articles/ferguson-community-braces-for-grand-jury-decision-in-black-teens-shooting-1415311318?mod=Searchresults_pos18&page=2
Michael Brown,11/25/14,WSJ,Comparing the Michael Brown and Eric Garner Cases,Yoni Bashan,"Legal experts compare the cases of  Michael Brown in Ferguson, Mo., and Eric Garner on Staten Island.",,http://online.wsj.com/articles/comparing-the-michael-brown-and-eric-garner-cases-1416969202?mod=Searchresults_pos9&page=1
Michael Brown,11/25/14,WSJ,Comparing the Michael Brown and Eric Garner Cases,Yoni Bashan,"Legal experts compare the cases of  Michael Brown in Ferguson, Mo., and Eric Garner on Staten Island.",,http://online.wsj.com/articles/comparing-the-michael-brown-and-eric-garner-cases-1416969202?mod=Searchresults_pos18&page=5
Michael Brown,11/6/14,WSJ,Ferguson Braces for Grand Jury Decision,Ben Kesling,"Workers are boarding up windows in Ferguson, Mo., and police are re-stocking tear gas as they prepare for civil unrest that could follow a grand jury decision on whether to indict a police officer in the shooting death of an unarmed 18-year-old.",,http://online.wsj.com/articles/ferguson-community-braces-for-grand-jury-decision-in-black-teens-shooting-1415311318?mod=Searchresults_pos3&page=3
Michael Brown,3/10/15,WSJ,Ferguson City Manager Resigns,Ben Kesling,"The city manager of Ferguson, Mo., resigned Tuesday, the latest city employee to step down or be fired in the aftermath of a Justice Department report that criticized the city’s governance.",,http://www.wsj.com/articles/ferguson-city-manager-john-shaw-resigns-1426039209?mod=Searchresults_pos10&page=14
Michael Brown,3/13/15,WSJ,Ferguson Council Candidates Vow Change,Ben Kesling,"About a mile from the site of seemingly endless clashes between police and protesters in Ferguson, Mo., a slate of candidates for City Council talk frankly about how to mend their community.",,http://www.wsj.com/articles/fergusons-future-some-residents-place-hope-in-city-council-election-1426266878?mod=Searchresults_pos20&page=3
Michael Brown,3/13/15,WSJ,Ferguson Council Candidates Vow Change,Ben Kesling,"About a mile from the site of seemingly endless clashes between police and protesters in Ferguson, Mo., a slate of candidates for City Council talk frankly about how to mend their community.",,http://www.wsj.com/articles/fergusons-future-some-residents-place-hope-in-city-council-election-1426266878?mod=Searchresults_pos15&page=4
Michael Brown,11/25/14,WSJ,Darren Wilson Says He Feared for His Life,Valerie Bauerlein,Police officer Darren Wilson says in an interview with ABC he wouldn’t have done anything differently in the August shooting death of unarmed black teenager Michael Brown in the St. Louis suburb of Ferguson.,,http://online.wsj.com/articles/darren-wilson-says-he-feared-for-his-life-in-encounter-with-michael-brown-1416963966?mod=Searchresults_pos7&page=1
Michael Brown,11/25/14,WSJ,Darren Wilson Says He Feared for His Life,Valerie Bauerlein,Police officer Darren Wilson says in an interview with ABC he wouldn’t have done anything differently in the August shooting death of unarmed black teenager Michael Brown in the St. Louis suburb of Ferguson.,,http://online.wsj.com/articles/darren-wilson-says-he-feared-for-his-life-in-encounter-with-michael-brown-1416963966?mod=Searchresults_pos2&page=1
Michael Brown,3/20/15,WSJ,Ferguson Court Sees New Era as State Judge Takes Over,Ben Kesling,"A Missouri state-appointed judge presided over the Ferguson municipal court for the first time, inaugurating changes to a system deemed biased against minorities by the U.S. Department of Justice.",,http://www.wsj.com/articles/judge-ushers-in-new-era-at-ferguson-municipal-court-1426857329?mod=Searchresults_pos3&page=8
Michael Brown,3/20/15,WSJ,Ferguson Court Sees New Era as State Judge Takes Over,Ben Kesling,"A Missouri state-appointed judge presided over the Ferguson municipal court for the first time, inaugurating changes to a system deemed biased against minorities by the U.S. Department of Justice.",,http://www.wsj.com/articles/judge-ushers-in-new-era-at-ferguson-municipal-court-1426857329?mod=Searchresults_pos9&page=6
Michael Brown,1/5/15,WSJ,Ferguson Grand Juror Sues Over Lifetime Gag Order,Ben Kesling,"A grand juror in the case of the police-involved shooting in Ferguson, Mo., filed suit to break a gag rule protecting the secrecy of the controversial proceedings.",,http://online.wsj.com/articles/member-of-ferguson-grand-jury-sues-over-lifetime-gag-order-1420476883?mod=Searchresults_pos17&page=9
Michael Brown,1/5/15,WSJ,Ferguson Grand Juror Sues Over Lifetime Gag Order,Ben Kesling,"A grand juror in the case of the police-involved shooting in Ferguson, Mo., filed suit to break a gag rule protecting the secrecy of the controversial proceedings.",,http://online.wsj.com/articles/member-of-ferguson-grand-jury-sues-over-lifetime-gag-order-1420476883?mod=Searchresults_pos7&page=3
Michael Brown,11/22/14,WSJ,Ferguson Grand Jury Reconvening Monday,Ben Kesling,"The grand jury deciding whether to indict a police officer in the shooting death of teenager Michael Brown will reconvene Monday, according to a county official.",,http://online.wsj.com/articles/ferguson-grand-jury-to-reconvene-next-week-1416693827?mod=Searchresults_pos4&page=2
Michael Brown,11/22/14,WSJ,Ferguson Grand Jury Reconvening Monday,Ben Kesling,"The grand jury deciding whether to indict a police officer in the shooting death of teenager Michael Brown will reconvene Monday, according to a county official.",,http://online.wsj.com/articles/ferguson-grand-jury-to-reconvene-next-week-1416693827?mod=Searchresults_pos4&page=2
Michael Brown,11/23/14,WSJ,Ferguson Grand Jury Set to Reconvene,Ben Kesling,"Nightly protests continued here through the weekend as residents, police and demonstrators brace for a decision from a grand jury set to reconvene Monday.",,http://online.wsj.com/articles/ferguson-grand-jury-set-to-reconvene-1416777914?mod=Searchresults_pos16&page=8
Michael Brown,11/23/14,WSJ,Ferguson Grand Jury Set to Reconvene,Ben Kesling,"Nightly protests continued here through the weekend as residents, police and demonstrators brace for a decision from a grand jury set to reconvene Monday.",,http://online.wsj.com/articles/ferguson-grand-jury-set-to-reconvene-1416777914?mod=Searchresults_pos10&page=9
Michael Brown,11/23/14,WSJ,Ferguson Grand Jury Set to Reconvene,Ben Kesling,"Nightly protests continued here through the weekend as residents, police and demonstrators brace for a decision from a grand jury set to reconvene Monday.",,http://online.wsj.com/articles/ferguson-grand-jury-set-to-reconvene-1416777914?mod=Searchresults_pos18&page=4
Michael Brown,11/21/14,WSJ,Ferguson Grand Jury Still in Session,Ben Kesling,"The grand jury deciding whether to indict officer Darren Wilson in the shooting death of Michael Brown is still in session, according to the county prosecutor.",,http://online.wsj.com/articles/ferguson-grand-jury-still-in-session-prosecutor-says-1416602133?mod=Searchresults_pos1&page=3
Michael Brown,11/21/14,WSJ,Ferguson Grand Jury Still in Session,Ben Kesling,"The grand jury deciding whether to indict officer Darren Wilson in the shooting death of Michael Brown is still in session, according to the county prosecutor.",,http://online.wsj.com/articles/ferguson-grand-jury-still-in-session-prosecutor-says-1416602133?mod=Searchresults_pos10&page=1
Michael Brown,3/11/15,WSJ,Ferguson Police Chief Jackson Resigns,Ben Kesling,"Ferguson, Mo., Police Chief Thomas Jackson resigned Wednesday, according to a news release from the city, a week after the Justice Department released a report that documented the department’s bias against minorities.",,http://www.wsj.com/articles/ferguson-police-chief-thomas-jackson-resigns-1426106502?mod=Searchresults_pos16&page=3
Michael Brown,3/4/15,WSJ,Ferguson Report Unlikely to Help Many in Civil Suits,Ben Kesling,"A Justice Department report highlighting rampant bias in the Ferguson, Mo., police department and court system is likely to bring sweeping change to the city but may not help many of those affected sue for damages.",,http://www.wsj.com/articles/ferguson-report-unlikely-to-help-many-in-civil-suits-1425510195?mod=Searchresults_pos15&page=6
Michael Brown,3/4/15,WSJ,Ferguson Report Unlikely to Help Many in Civil Suits,Ben Kesling,"A Justice Department report highlighting rampant bias in the Ferguson, Mo., police department and court system is likely to bring sweeping change to the city but may not help many of those affected sue for damages.",,http://www.wsj.com/articles/ferguson-report-unlikely-to-help-many-in-civil-suits-1425510195?mod=Searchresults_pos9&page=3
Michael Brown,4/6/15,WSJ,Ferguson Set for Elections,Ben Kesling,Half of the St. Louis suburb’s council seats are up for grabs after the fatal police shooting last August.,,http://www.wsj.com/articles/ferguson-set-for-first-elections-in-wake-of-unrest-1428348855?mod=Searchresults_pos6&page=6
Michael Brown,4/6/15,WSJ,Ferguson Set for Elections,Ben Kesling,Half of the St. Louis suburb’s council seats are up for grabs after the fatal police shooting last August.,,http://www.wsj.com/articles/ferguson-set-for-first-elections-in-wake-of-unrest-1428348855?mod=Searchresults_pos12&page=7
Michael Brown,4/8/15,WSJ,Ferguson Vote Result Seen as Hopeful Sign,Ben Kesling,"A high voter turnout and a shift in the racial makeup of the City Council during a closely watched local election this week signaled hopes for change after a summer of unrest in Ferguson, Mo., officials and residents said.",,http://www.wsj.com/articles/vote-in-ferguson-mo-seen-as-hopeful-sign-1428540404?mod=Searchresults_pos5&page=7
Michael Brown,4/8/15,WSJ,Ferguson Vote Result Seen as Hopeful Sign,Ben Kesling,"A high voter turnout and a shift in the racial makeup of the City Council during a closely watched local election this week signaled hopes for change after a summer of unrest in Ferguson, Mo., officials and residents said.",,http://www.wsj.com/articles/vote-in-ferguson-mo-seen-as-hopeful-sign-1428540404?mod=Searchresults_pos15&page=7
Michael Brown,3/17/15,WSJ,Man Faces 5 Felony Charges in Ferguson Police Shooting,Ben Kesling,"A 20-year-old man who allegedly shot two police officers at a late-night protest in Ferguson, Mo., last week, appeared in court to face five felony charges, including three class-A felonies.",,http://www.wsj.com/articles/man-faces-5-felony-charges-in-ferguson-police-shooting-1426542823?mod=Searchresults_pos6&page=5
Michael Brown,3/17/15,WSJ,Man Faces 5 Felony Charges in Ferguson Police Shooting,Ben Kesling,"A 20-year-old man who allegedly shot two police officers at a late-night protest in Ferguson, Mo., last week, appeared in court to face five felony charges, including three class-A felonies.",,http://www.wsj.com/articles/man-faces-5-felony-charges-in-ferguson-police-shooting-1426542823?mod=Searchresults_pos6&page=7
Michael Brown,12/3/14,WSJ,Michael Brown’s Stepfather Apologizes for Comments,Ben Kesling,Michael Brown’s stepfather apologized on Wednesday for emotionally-charged comments he made in the minutes after a grand jury announced it wouldn’t bring criminal charges against the officer involved in Mr. Brown’s death.,,http://online.wsj.com/articles/michael-browns-stepfather-apologizes-for-comments-1417631125?mod=Searchresults_pos2&page=1
Michael Brown,12/3/14,WSJ,Michael Brown’s Stepfather Apologizes for Comments,Ben Kesling,Michael Brown’s stepfather apologized on Wednesday for emotionally-charged comments he made in the minutes after a grand jury announced it wouldn’t bring criminal charges against the officer involved in Mr. Brown’s death.,,http://online.wsj.com/articles/michael-browns-stepfather-apologizes-for-comments-1417631125?mod=Searchresults_pos8&page=2
Michael Brown,11/18/14,WSJ,Missouri Commission to Address Inequality,Ben Kesling,"Gov. Jay Nixon on Tuesday named the members of the Ferguson Commission, created to address issues of inequality in the state.",,http://online.wsj.com/articles/missouri-governor-names-members-to-ferguson-commission-1416344367?page=15
Michael Brown,11/18/14,WSJ,Missouri Commission to Address Inequality,Ben Kesling,"Gov. Jay Nixon on Tuesday named the members of the Ferguson Commission, created to address issues of inequality in the state.",,http://online.wsj.com/articles/missouri-governor-names-members-to-ferguson-commission-1416344367?page=16
Michael Brown,11/17/14,WSJ,Missouri Declares State of Emergency,Ben Kesling,"Gov. Jay Nixon declared a state of emergency for Missouri, ahead of an anticipated announcement from a grand jury in the shooting death of Michael Brown and protests expected to take place in the St. Louis area.",,http://online.wsj.com/articles/missouri-governor-declares-state-of-emergency-before-grand-jury-decision-1416256018?mod=Searchresults_pos9&page=2
Michael Brown,11/17/14,WSJ,Missouri Declares State of Emergency,Ben Kesling,"Gov. Jay Nixon declared a state of emergency for Missouri, ahead of an anticipated announcement from a grand jury in the shooting death of Michael Brown and protests expected to take place in the St. Louis area.",,http://online.wsj.com/articles/missouri-governor-declares-state-of-emergency-before-grand-jury-decision-1416256018?mod=Searchresults_pos4&page=3
Michael Brown,3/9/15,WSJ,Missouri Judge to Take Over Ferguson Cases,Ben Kesling,"The Missouri Supreme Court on Monday reassigned all municipal court cases in Ferguson to a state appeals court judge, essentially taking over the city’s court system.",,http://www.wsj.com/articles/missouri-supreme-court-assigns-ferguson-cases-to-appeals-court-judge-1425944766?mod=Searchresults_pos17&page=5
Michael Brown,3/9/15,WSJ,Missouri Judge to Take Over Ferguson Cases,Ben Kesling,"The Missouri Supreme Court on Monday reassigned all municipal court cases in Ferguson to a state appeals court judge, essentially taking over the city’s court system.",,http://www.wsj.com/articles/missouri-supreme-court-assigns-ferguson-cases-to-appeals-court-judge-1425944766?mod=Searchresults_pos19&page=6
Michael Brown,12/2/14,WSJ,National Guard Pares Presence in Ferguson Area,Ben Kesling,"The Missouri National Guard has already begun to reduce its footprint in the St. Louis region, though troops remain in Ferguson, according to state officials.",,http://online.wsj.com/articles/national-guard-reduces-presence-in-ferguson-area-1417554691?mod=Searchresults_pos14&page=2
